,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label,name filter,google filter,filter prediction
3295,methadone,fentanyl,methadone,False,False,,-1,False,False,False,False
3296,morphine,fentanyl,morphine,False,False,,-1,False,False,False,False
3297,opium,fentanyl,opium,False,False,,-1,False,False,False,False
3298,oxycodone,fentanyl,oxycodone,False,False,,-1,False,False,False,False
3299,pentazocine,fentanyl,pentazocine,False,False,,-1,False,False,False,False
3300,pethidine,fentanyl,pethidine,False,False,,-1,False,False,False,False
3301,phenylbutazone,fentanyl,phenylbutazone,False,False,,-1,False,False,False,False
3302,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3303,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
3304,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3305,alfentanyl,fentanyl,alfentanil,False,True,,3,False,True,True,True
3306,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3307,despropionyl_fentanyl,fentanyl,False,True,True,,2,False,True,True,True
3308,3-methylfentanyl,fentanyl,3-methylfentanyl,False,True,,1,False,False,True,False
3309,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
3310,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3311,fentaplix,fentanyl,False,False,False,,-1,False,True,False,False
3312,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3313,recofar,fentanyl,False,False,False,,-1,False,True,False,False
3314,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3315,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
3316,fentanest,fentanyl,False,False,True,,1,True,True,True,True
3317,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3318,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3319,fentanet,fentanyl,False,False,False,,-1,False,True,False,False
3320,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
3321,fentasol,fentanyl,False,False,False,,-1,False,True,False,False
3322,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3323,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3324,fentaen,fentanyl,False,False,False,,-1,False,True,False,False
3325,fentane,fentanyl,False,False,False,,-1,True,True,False,False
3326,fentaynl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3327,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
3328,fentynl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
3329,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3330,fentayn,fentanyl,False,False,True,,1,True,True,True,True
3331,fenteral,fentanyl,False,False,False,,-1,True,True,False,False
3332,fentol,fentanyl,False,False,True,,1,False,True,True,True
3333,fentyol,fentanyl,False,False,True,,1,True,True,True,True
3334,lentanyl,fentanyl,False,False,False,,-1,False,True,False,False
3335,pentanyl,fentanyl,False,False,True,,1,True,True,True,True
3336,dolophine,fentanyl,methadone,False,False,,-1,False,True,False,False
3337,methadone,fentanyl,methadone,False,False,,-1,False,False,False,False
3338,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3339,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3340,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3341,recofen,fentanyl,False,False,False,,-1,False,True,False,False
3342,others,fentanyl,False,False,False,,-1,False,True,False,False
3343,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3344,fentylamine,fentanyl,False,False,False,,-1,False,True,False,False
3345,fenanthyl,fentanyl,False,False,False,,-1,True,True,False,False
3346,fentenol,fentanyl,False,False,True,,1,True,True,True,True
3347,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3348,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3349,subcrim,fentanyl,False,False,False,,-1,False,True,False,False
3350,subconduct,fentanyl,False,False,False,,-1,False,True,False,False
3351,subcostal,fentanyl,False,False,False,,-1,False,True,False,False
3352,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3353,fetanal,fentanyl,False,False,True,,1,True,True,True,True
3354,fentol,fentanyl,False,False,True,,1,False,True,True,True
3355,fentanest,fentanyl,False,False,True,,1,True,True,True,True
3356,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3357,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
3358,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3359,phentanil,fentanyl,False,False,True,,1,True,True,True,True
3360,dope,fentanyl,False,False,False,,-1,?,True,False,False
3361,drug,fentanyl,False,False,False,,-1,False,True,False,False
3362,medicine,fentanyl,False,False,False,,-1,False,True,False,False
3363,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3364,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3365,queasy_pills,fentanyl,False,False,False,,-1,False,True,False,False
3366,lollipops,fentanyl,False,False,False,,-1,True,True,False,False
3367,cancer_sticks,fentanyl,False,False,True, pill,10,False,True,True,True
3368,drug,fentanyl,False,False,False,,-1,False,True,False,False
3369,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3370,fentaplix,fentanyl,False,False,False,,-1,False,True,False,False
3371,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3372,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3373,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3374,fentane,fentanyl,False,False,False,,-1,True,True,False,False
3375,fentanes,fentanyl,False,False,False,,-1,False,True,False,False
3376,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3377,fentanyls,fentanyl,fentanyl,True,True,,1,True,True,True,True
3378,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3379,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3380,fentylyl,fentanyl,False,False,False,,-1,False,True,False,False
3381,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3382,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3383,(s)-(+)-alpha-methylfentanyl,fentanyl,False,False,True,,1,False,True,True,True
3384,cherry_bomb,fentanyl,False,False,False,,-1,False,True,False,False
3385,china_white,fentanyl,filgrastim,False,True,,3,True,True,True,True
3386,dance_fever,fentanyl,False,False,True, pill,3,True,True,True,True
3387,friend,fentanyl,False,False,False,,-1,True,True,False,False
3388,goodfella,fentanyl,False,False,False,,-1,True,True,False,False
3389,jackpot,fentanyl,False,False,False,,-1,True,True,False,False
3390,king_ivory,fentanyl,False,False,True, pill,1,True,True,True,True
3391,murder_8,fentanyl,False,False,True,,2,True,True,True,True
3392,previously_unknown,fentanyl,False,False,False,,-1,False,True,False,False
3393,pure_energy,fentanyl,False,False,False,,-1,False,True,False,False
3394,purolite,fentanyl,False,False,False,,-1,False,True,False,False
3395,superman,fentanyl,False,False,False,,-1,False,True,False,False
3396,fentin,fentanyl,False,False,True,,4,False,True,True,True
3397,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3398,ferotex,fentanyl,False,False,False,,-1,False,True,False,False
3399,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3400,matrifen,fentanyl,False,False,True,,1,True,True,True,True
3401,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
3402,effentora,fentanyl,False,False,True,,1,True,True,True,True
3403,fentanoyl,fentanyl,False,False,True,,1,True,True,True,True
3404,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3405,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
3406,ventan,fentanyl,False,False,False,,-1,False,True,False,False
3407,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
3408,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3409,fentanyl_abuse,fentanyl,False,True,True,,1,True,True,True,True
3410,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3411,effentora,fentanyl,False,False,True,,1,True,True,True,True
3412,innofent,fentanyl,False,False,False,,-1,False,True,False,False
3413,kadcyla,fentanyl,trastuzumab_emtansine,False,False,,-1,False,True,False,False
3414,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
3415,porfentanil,fentanyl,False,False,True,,1,False,True,True,True
3416,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3417,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3418,fentanila,fentanyl,False,False,True,,1,True,True,True,True
3419,fentanilo,fentanyl,False,False,True,,1,True,True,True,True
3420,fentanin,fentanyl,False,False,False,,-1,False,True,False,False
3421,fentaninum,fentanyl,False,False,False,,-1,False,True,False,False
3422,fentaplin,fentanyl,False,False,False,,-1,False,True,False,False
3423,benzylpiperidine,fentanyl,False,False,False,,-1,True,True,False,False
3424,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3425,scorta,fentanyl,False,False,False,,-1,False,True,False,False
3426,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3427,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3428,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3429,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3430,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3431,afentanil,fentanyl,False,False,True,,1,False,True,True,True
3432,fetanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3433,nant,fentanyl,False,False,False,,-1,False,True,False,False
3434,halt,fentanyl,False,False,False,,-1,False,True,False,False
3435,narcotic,fentanyl,False,False,False,,-1,?,True,False,False
3436,fenantyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3437,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3438,fentanyl_derivatives,fentanyl,False,True,True,,1,False,True,True,True
3439,fentanyl_analogs,fentanyl,False,True,True,,1,False,True,True,True
3440,sus-op,fentanyl,False,False,False,,-1,False,True,False,False
3441,sublingual_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
3442,lozenges,fentanyl,False,False,True,,8,?,True,True,True
3443,buccal_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
3444,films,fentanyl,False,False,False,,-1,?,True,False,False
3445,transmucosal_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
3446,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3447,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3448,fenanil,fentanyl,False,False,True,,1,True,True,True,True
3449,fentoladmin,fentanyl,False,False,False,,-1,False,True,False,False
3450,fentynl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
3451,fentanl,fentanyl,False,False,True,,1,True,True,True,True
3452,fentaynyl,fentanyl,False,False,True,,1,True,True,True,True
3453,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
3454,fentanyll,fentanyl,False,False,True,,1,True,True,True,True
3455,caudal,fentanyl,False,False,False,,-1,False,True,False,False
3456,dorsoventral,fentanyl,False,False,False,,-1,False,True,False,False
3457,mediolateral,fentanyl,False,False,False,,-1,False,True,False,False
3458,fentat,fentanyl,False,False,True,,6,False,True,True,True
3459,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3460,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3461,innofent,fentanyl,False,False,False,,-1,False,True,False,False
3462,lurena,fentanyl,False,False,False,,-1,False,True,False,False
3463,tarcan,fentanyl,False,False,False,,-1,False,True,False,False
3464,absys,fentanyl,False,False,False,,-1,False,True,False,False
3465,epidural,fentanyl,False,False,False,,-1,?,True,False,False
3466,fentanyl_transdermal,fentanyl,False,True,True,,1,True,True,True,True
3467,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3468,lozenge,fentanyl,False,False,False,,-1,True,True,False,False
3469,transmucosal,fentanyl,False,False,True,,1,True,True,True,True
3470,film,fentanyl,False,False,False,,-1,False,True,False,False
3471,unit_dose,fentanyl,False,False,False,,-1,False,True,False,False
3472,lollipop,fentanyl,False,False,False,,-1,True,True,False,False
3473,buccal,fentanyl,False,False,False,,-1,False,True,False,False
3474,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3475,fenelyl,fentanyl,False,False,False,,-1,False,True,False,False
3476,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3477,fenprop,fentanyl,False,False,False,,-1,False,True,False,False
3478,fen,fentanyl,False,False,False,,-1,True,True,False,False
3479,fentol,fentanyl,False,False,True,,1,False,True,True,True
3480,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3481,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3482,matrifen,fentanyl,False,False,True,,1,True,True,True,True
3483,talwin,fentanyl,pentazocine,False,False,,-1,False,True,False,False
3484,tramadol,fentanyl,tramadol,False,True,,10,False,False,True,False
3485,sepura,fentanyl,False,False,False,,-1,False,True,False,False
3486,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3487,synthetics,fentanyl,False,False,True,,9,?,True,True,True
3488,akb48,fentanyl,False,False,False,,-1,False,True,False,False
3489,superman,fentanyl,False,False,False,,-1,False,True,False,False
3490,fentanils,fentanyl,False,False,True,,1,True,True,True,True
3491,fentyls,fentanyl,False,False,True,,1,True,True,True,True
3492,fentyline,fentanyl,False,False,False,,-1,True,True,False,False
3493,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3494,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3495,fetanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3496,fentynl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
3497,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3498,phenyl_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
3499,acetyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
3500,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
3501,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3502,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
3503,fentanoid,fentanyl,False,False,False,,-1,?,True,False,False
3504,fentanolve,fentanyl,False,False,False,,-1,False,True,False,False
3505,fentany,fentanyl,fentanyl,True,True,,1,True,True,True,True
3506,fentanyde,fentanyl,False,False,False,,-1,False,True,False,False
3507,fentanyln,fentanyl,False,False,True,,1,True,True,True,True
3508,fentavel,fentanyl,False,False,False,,-1,False,True,False,False
3509,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3510,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
3511,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3512,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3513,insomnia,fentanyl,False,False,False,,-1,False,True,False,False
3514,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3515,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3516,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3517,belbuca,fentanyl,buprenorphine,False,False,,-1,False,True,False,False
3518,biosira,fentanyl,False,False,False,,-1,False,True,False,False
3519,chemsynth,fentanyl,False,False,False,,-1,False,True,False,False
3520,disipal,fentanyl,False,False,False,,-1,False,True,False,False
3521,infumorph,fentanyl,False,False,False,,-1,False,True,False,False
3522,innofem,fentanyl,False,False,False,,-1,False,True,False,False
3523,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
3524,jurnista,fentanyl,hydromorphone,False,False,,-1,False,True,False,False
3525,matrifen,fentanyl,False,False,True,,1,True,True,True,True
3526,paregoric,fentanyl,morphine,False,False,,-1,False,True,False,False
3527,pectin,fentanyl,pectin,False,False,,-1,False,False,False,False
3528,perfalgan,fentanyl,False,False,False,,-1,False,True,False,False
3529,sufenta,fentanyl,sufentanil,False,True,,2,False,True,True,True
3530,tarka,fentanyl,trandolapril,False,False,,-1,False,True,False,False
3531,ultiva,fentanyl,False,False,True,,2,False,True,True,True
3532,vemurafen,fentanyl,False,False,False,,-1,False,True,False,False
3533,fetylyl,fentanyl,False,False,False,,-1,False,True,False,False
3534,fenatyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
3535,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3536,fentanyal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3537,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3538,fentinal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3539,fentix,fentanyl,False,False,False,,-1,False,True,False,False
3540,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3541,fentaquin,fentanyl,False,False,False,,-1,False,True,False,False
3542,fentatryl,fentanyl,False,False,False,,-1,False,True,False,False
3543,fentol,fentanyl,False,False,True,,1,False,True,True,True
3544,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3545,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
3546,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3547,3-methylfentanyl,fentanyl,3-methylfentanyl,False,True,,1,False,False,True,False
3548,fentol,fentanyl,False,False,True,,1,False,True,True,True
3549,fentacon,fentanyl,False,False,False,,-1,False,True,False,False
